Id,Tag,Groups,DescEng,DescRus,Algorithms_ConvAlg,Algorithms_CalcAlg,Algorithms_BlockAlg,PLC_PLCNo,PLC_FC,PLC_Input_Type,PLC_Input_Block,PLC_Input_Word,PLC_Input_Bit,PLC_Output_Type,PLC_Output_Block,PLC_Output_Word,PLC_Output_Bit,PLC_INP,SignalHigh,SignalLow,AlarmLow,AlarmHigh,Constant1,EngUnitId
-1937,050FL230I04,991CD100G51,Level control Y80/81 Mode,Режим контроля уровня Y80/81,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3520,16 Bit/Time,21,80,0,16 Bit,3520,82,0,%DB21.DBD80,,,,,,
940,050FL230I04_SPA,991CD100G51,Level control Y80,Контроль уровня Y80,3 Stop/Run,1,41 Siemens V77 PID,991,3520,Float,20,160,0,Float,20,160,0,%DB20.DBD160,0.0,500.0,0.0,0.0,500.0,mm
941,050FL230I04_SPM,991CD100G51,Level control Y80,Контроль уровня Y80,4 Int/Ext,1,41 Siemens V77 PID,991,3520,Float,20,164,0,Float,20,164,0,%DB20.DBD164,0.0,100.0,0.0,0.0,100.0,%
234,050FL230N20L01,991CD100G51,Rougher&Scavanger FlotationLevel,Контрольная флот. Уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3161,Flt/Trig/Sts,15,1932,0,,0,0,0,%DB15.DBD1932,0.0,500.0,0.0,0.0,1.0,mm
837,050FL230M06_I01,991CD100G51,Rotor-6 Current,"Ротор-6, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,548,0,,0,0,0,%DB9.DBD548,0.0,500.0,0.0,0.0,1.0,A
1963,905PU937_38I01_SPA,992CD100G04,"FL230, Frother Addition","Добавление вспенив-ля, FL230",3 Stop/Run,1,41 Siemens V77 PID,992,3560,Float,20,480,0,Float,20,480,0,%DB20.DBD480,0.0,100.0,0.0,0.0,100.0,lit/h
1964,905PU937_38I01_SPM,992CD100G04,"FL230, Frother Addition","Добавление ксантогената, FL230",4 Int/Ext,1,41 Siemens V77 PID,992,3560,Float,20,484,0,Float,20,484,0,%DB20.DBD484,0.0,100.0,0.0,0.0,100.0,%
1372,905RP100A01WORD20,992CD100G04,"905-PU937-N01
","905-PU937-N01
",1 Off/On,50,42 Siemens V77 Ext AI,992,3125,Flt/Trig/Sts,15,1500,0,,0,0,0,%DB15.DBD1500,0.0,100.0,0.0,0.0,1.0,lit/h
-3904,905PU941_42I01,992CD100G04,"FL235, Frother Addition",Добавление вспенивателя FL235,33 Controller Mode (V7.7),0,41 Siemens V77 PID,992,3562,16 Bit/Time,21,248,0,16 Bit,3562,82,0,%DB21.DBD248,,,,,,
1971,905PU941_42I01_SPA,992CD100G04,"FL235, Frother Addition","Добавление вспенив-ля, FL235",3 Stop/Run,1,41 Siemens V77 PID,992,3562,Float,20,496,0,Float,20,496,0,%DB20.DBD496,0.0,100.0,0.0,0.0,100.0,lit/h
1972,905PU941_42I01_SPM,992CD100G04,"FL235, Frother Addition","Добавление ксантогената, FL235",4 Int/Ext,1,41 Siemens V77 PID,992,3562,Float,20,500,0,Float,20,500,0,%DB20.DBD500,0.0,100.0,0.0,0.0,100.0,%
1384,905RP100A01WORD24,992CD100G04,"905-PU941-N01
","905-PU941-N01
",1 Off/On,50,42 Siemens V77 Ext AI,992,3137,Flt/Trig/Sts,15,1644,0,,0,0,0,%DB15.DBD1644,0.0,100.0,0.0,0.0,1.0,lit/h
1959,900PU929I01_SPA,992CD100G04,"FL260, Xanthate Addition","Добавление ксантогената, FL260",3 Stop/Run,1,41 Siemens V77 PID,992,3559,Float,20,472,0,Float,20,472,0,%DB20.DBD472,0.0,40.0,0.0,0.0,100.0,l/min
1341,900RP100A01INT132,992CD100G04,900-PU929-N01,900-PU929-N01,1 Off/On,50,42 Siemens V77 Ext AI,992,3094,Flt/Trig/Sts,15,1128,0,,0,0,0,%DB15.DBD1128,0.0,40.0,0.0,0.0,1.0,l/min
1947,900PU931I01_SPA,992CD100G04,"TK281, Xanthate Addition","Добавление ксантогената, ТК281",3 Stop/Run,1,41 Siemens V77 PID,992,3556,Float,20,448,0,Float,20,448,0,%DB20.DBD448,0.0,50.0,0.0,0.0,100.0,l/min
1338,900RP100A01INT126,992CD100G04,900-PU931-N01,900-PU931-N01,1 Off/On,50,42 Siemens V77 Ext AI,992,3091,Flt/Trig/Sts,15,1092,0,,0,0,0,%DB15.DBD1092,0.0,50.0,0.0,0.0,1.0,l/min
1340,900RP100A01INT130,992CD100G04,900-PU998-N01,900-PU998-N01,1 Off/On,50,42 Siemens V77 Ext AI,992,3093,Flt/Trig/Sts,15,1116,0,,0,0,0,%DB15.DBD1116,0.0,6.0,0.0,0.0,1.0,l/min
1339,900RP100A01INT128,992CD100G04,900-PU999-N01,900-PU999-N01,1 Off/On,50,42 Siemens V77 Ext AI,992,3092,Flt/Trig/Sts,15,1104,0,,0,0,0,%DB15.DBD1104,0.0,10.0,0.0,0.0,1.0,l/min
912,060SU354I01_SPA,991CD100G03,Level Control,Контроль уровня,3 Stop/Run,1,41 Siemens V77 PID,991,3513,Float,20,104,0,Float,20,104,0,%DB20.DBD104,0.0,100.0,0.0,0.0,100.0,%
913,060SU354I01_SPM,991CD100G03,Level Control,Контроль уровня,4 Int/Ext,1,41 Siemens V77 PID,991,3513,Float,20,108,0,Float,20,108,0,%DB20.DBD108,0.0,100.0,0.0,0.0,100.0,%
119,060SU354N01L01,991CD100G03,"Feed Tank, Level","Емкость питания,уровень",1 Off/On,50,42 Siemens V77 Ext AI,991,3104,Flt/Trig/Sts,15,1248,0,,0,0,0,%DB15.DBD1248,0.0,100.0,0.0,0.0,1.0,%
327,050PU273N01F01,991CD100G51,Flow PU273,Расход PU273,1 Off/On,50,42 Siemens V77 Ext AI,991,3204,Flt/Trig/Sts,15,2448,0,,0,0,0,%DB15.DBD2448,0.0,500.0,0.0,0.0,1.0,m3/h
225,050PU270U01J01,991CD100G51,Froth Pump Rougher Power ,Насос пены.Основн.флот. Мощность,1 Off/On,50,42 Siemens V77 Ext AI,991,3152,Flt/Trig/Sts,15,1824,0,,0,0,0,%DB15.DBD1824,0.0,90.0,0.0,0.0,1.0,kW
224,050PU270U01I01,991CD100G51,Froth Pump Rougher Current,Насос пены.Основн.флот. Ток,1 Off/On,50,42 Siemens V77 Ext AI,991,3151,Flt/Trig/Sts,15,1812,0,,0,0,0,%DB15.DBD1812,0.0,160.0,0.0,0.0,1.0,A
226,050PU270U01S01,991CD100G51,Froth Pump Rougher Speed,Насос пены.Основн.флот. Скорость,1 Off/On,50,42 Siemens V77 Ext AI,991,3153,Flt/Trig/Sts,15,1836,0,,0,0,0,%DB15.DBD1836,0.0,100.0,0.0,0.0,1.0,%
329,050PU271U01J01,991CD100G51,Froth Pump Rougher Power ,"Пенный насос, осн.флот.,Мощн",1 Off/On,50,42 Siemens V77 Ext AI,991,3206,Flt/Trig/Sts,15,2472,0,,0,0,0,%DB15.DBD2472,0.0,80.0,0.0,0.0,1.0,kW
328,050PU271U01I01,991CD100G51,Froth Pump Rougher Current,"Пенный насос, осн.флот., ток",1 Off/On,50,42 Siemens V77 Ext AI,991,3205,Flt/Trig/Sts,15,2460,0,,0,0,0,%DB15.DBD2460,0.0,132.0,0.0,0.0,1.0,A
330,050PU271U01S01,991CD100G51,Froth Pump Rougher Speed,"Пенный насос, осн.флот.,Скорость",1 Off/On,50,42 Siemens V77 Ext AI,991,3207,Flt/Trig/Sts,15,2484,0,,0,0,0,%DB15.DBD2484,0.0,100.0,0.0,0.0,1.0,%
332,050PU272U01J01,991CD100G53,"Froth Pump Cleaner, Power","Пенный насос, перечист.флот.Мощн",1 Off/On,50,42 Siemens V77 Ext AI,991,3209,Flt/Trig/Sts,15,2508,0,,0,0,0,%DB15.DBD2508,0.0,37.0,0.0,0.0,1.0,kW
331,050PU272U01I01,991CD100G53,"Froth Pump Cleaner, Current","Пенный насос, перечист.флот. Ток",1 Off/On,50,42 Siemens V77 Ext AI,991,3208,Flt/Trig/Sts,15,2496,0,,0,0,0,%DB15.DBD2496,0.0,65.0,0.0,0.0,1.0,A
333,050PU272U01S01,991CD100G53,"Froth Pump Cleaner, Speed","Пенный насос, перечист.флот.Скор",1 Off/On,50,42 Siemens V77 Ext AI,991,3210,Flt/Trig/Sts,15,2520,0,,0,0,0,%DB15.DBD2520,0.0,100.0,0.0,0.0,1.0,%
2208,050SF280U01_PV_SP_TOT,991CD100G51,Starch TK280 Flow Totalizer,Счетчик Потока Крахмала TK280,4 Int/Ext,1,0 No Algorithm,991,0,Float,200,36,0,,0,0,0,%DB200.DBD36,0.0,100.0,0.0,0.0,1.0,kg
2210,050SF281U01_PV_SP_TOT,991CD100G52,Starch TK281 Flow Totalizer,Счетчик Потока Крахмала TK281,4 Int/Ext,1,0 No Algorithm,991,0,Float,200,40,0,,0,0,0,%DB200.DBD40,0.0,100.0,0.0,0.0,1.0,kg
-2026,050SF273U02,991CD100G51,Starch Screw Feeder,Шнековый питатель крахмала,81 Ext. UniMotor (V7.7),0,1080 Siemens V77 Ext Motor ACS880,991,2797,16 Bit/Time,4,1188,0,16 Bit,2797,66,0,%DB4.DBD1188,,,,,,
1135,050SF273U02_PV_SP,991CD100G51,Starch Calculated Flow PV,Расчетный объем подачи крахмала,4 Int/Ext,1,0 No Algorithm,991,0,Float,17,972,0,Float,17,972,0,%DB17.DBD972,0.0,1500.0,0.0,0.0,1.0,g/min
1731,050TK276Y01I01_SPM,992CD100G05,Valve control,Контроль клапана,3 Stop/Run,1,41 Siemens V77 PID,992,3518,Float,20,148,0,Float,20,148,0,%DB20.DBD148,0.0,100.0,0.0,0.0,100.0,%
-1943,050FL260I01,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3526,16 Bit/Time,21,104,0,16 Bit,3526,82,0,%DB21.DBD104,,,,,,
964,050FL260I01_SPA,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,3 Stop/Run,1,41 Siemens V77 PID,991,3526,Float,20,208,0,Float,20,208,0,%DB20.DBD208,0.0,800.0,0.0,0.0,862.0,m3/h
965,050FL260I01_SPM,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,4 Int/Ext,1,41 Siemens V77 PID,991,3526,Float,20,212,0,Float,20,212,0,%DB20.DBD212,0.0,100.0,0.0,0.0,100.0,%
303,050FL260N05F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3180,Flt/Trig/Sts,15,2160,0,,0,0,0,%DB15.DBD2160,0.0,800.0,0.0,0.0,1.0,m3/h
785,050FL260M01_I01,991CD100G53,Rotor-1 Current,"Ротор-1, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,340,0,,0,0,0,%DB9.DBD340,0.0,200.0,0.0,0.0,1.0,A
-1945,050FL260I02,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3528,16 Bit/Time,21,112,0,16 Bit,3528,82,0,%DB21.DBD112,,,,,,
972,050FL260I02_SPA,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,3 Stop/Run,1,41 Siemens V77 PID,991,3528,Float,20,224,0,Float,20,224,0,%DB20.DBD224,0.0,800.0,0.0,0.0,800.0,m3/h
973,050FL260I02_SPM,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,4 Int/Ext,1,41 Siemens V77 PID,991,3528,Float,20,228,0,Float,20,228,0,%DB20.DBD228,0.0,100.0,0.0,0.0,100.0,%
304,050FL260N06F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3181,Flt/Trig/Sts,15,2172,0,,0,0,0,%DB15.DBD2172,0.0,800.0,0.0,0.0,1.0,m3/h
-1944,050FL260I11,991CD100G53,Level Control Y30/Y31 Mode,Режим управления уровнем Y30/Y31,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3527,16 Bit/Time,21,108,0,16 Bit,3527,82,0,%DB21.DBD108,,,,,,
968,050FL260I11_SPA,991CD100G53,Level Control Y50/Y51,Контроль уровня Y50/Y51,3 Stop/Run,1,41 Siemens V77 PID,991,3527,Float,20,216,0,Float,20,216,0,%DB20.DBD216,0.0,700.0,0.0,0.0,700.0,mm
969,050FL260I11_SPM,991CD100G53,Level Control Y50/Y51,Контроль уровня Y50/Y51,4 Int/Ext,1,41 Siemens V77 PID,991,3527,Float,20,220,0,Float,20,220,0,%DB20.DBD220,0.0,100.0,0.0,0.0,100.0,%
302,050FL260N01L01,991CD100G53,1St CleanerFlotation Train Level,1ый ряд перечист.флотац_уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3179,Flt/Trig/Sts,15,2148,0,,0,0,0,%DB15.DBD2148,0.0,700.0,0.0,0.0,1.0,mm
790,050FL260M02_I01,991CD100G53,Rotor-2 Current,"Ротор-2, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,360,0,,0,0,0,%DB9.DBD360,0.0,200.0,0.0,0.0,1.0,A
-1948,050FL260I04,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3531,16 Bit/Time,21,124,0,16 Bit,3531,82,0,%DB21.DBD124,,,,,,
984,050FL260I04_SPA,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,3 Stop/Run,1,41 Siemens V77 PID,991,3531,Float,20,248,0,Float,20,248,0,%DB20.DBD248,0.0,800.0,0.0,0.0,800.0,m3/h
985,050FL260I04_SPM,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,4 Int/Ext,1,41 Siemens V77 PID,991,3531,Float,20,252,0,Float,20,252,0,%DB20.DBD252,0.0,100.0,0.0,0.0,100.0,%
307,050FL260N08F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3184,Flt/Trig/Sts,15,2208,0,,0,0,0,%DB15.DBD2208,0.0,800.0,0.0,0.0,1.0,m3/h
-1950,050FL260I15,991CD100G53,Level Control Y70/Y71 Mode,Режим управления уровнем Y70/Y71,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3533,16 Bit/Time,21,132,0,16 Bit,3533,82,0,%DB21.DBD132,,,,,,
992,050FL260I15_SPA,991CD100G53,Level Control Y70/Y71,Контроль уровня Y70/Y71,3 Stop/Run,1,41 Siemens V77 PID,991,3533,Float,20,264,0,Float,20,264,0,%DB20.DBD264,0.0,400.0,0.0,0.0,400.0,mm
993,050FL260I15_SPM,991CD100G53,Level Control Y70/Y71,Контроль уровня Y70/Y71,4 Int/Ext,1,41 Siemens V77 PID,991,3533,Float,20,268,0,Float,20,268,0,%DB20.DBD268,0.0,100.0,0.0,0.0,100.0,%
308,050FL260N03L01,991CD100G53,1St CleanerFlotation Train Level,1ый ряд перечист.флотац_уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3185,Flt/Trig/Sts,15,2220,0,,0,0,0,%DB15.DBD2220,0.0,400.0,0.0,0.0,1.0,mm
798,050FL260M04_I01,991CD100G53,Rotor-4 Current,"Ротор-4, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,392,0,,0,0,0,%DB9.DBD392,0.0,200.0,0.0,0.0,1.0,A
-1949,050FL260I05,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3532,16 Bit/Time,21,128,0,16 Bit,3532,82,0,%DB21.DBD128,,,,,,
988,050FL260I05_SPA,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,3 Stop/Run,1,41 Siemens V77 PID,991,3532,Float,20,256,0,Float,20,256,0,%DB20.DBD256,0.0,800.0,0.0,0.0,800.0,m3/h
989,050FL260I05_SPM,991CD100G53,Air Flow Control,Режим регулир.потока воздуха ,4 Int/Ext,1,41 Siemens V77 PID,991,3532,Float,20,260,0,Float,20,260,0,%DB20.DBD260,0.0,100.0,0.0,0.0,100.0,%
307,050FL260N08F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3184,Flt/Trig/Sts,15,2208,0,,0,0,0,%DB15.DBD2208,0.0,800.0,0.0,0.0,1.0,m3/h
803,050FL260M05_I01,991CD100G53,Rotor-5 Current,"Ротор-5, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,412,0,,0,0,0,%DB9.DBD412,0.0,200.0,0.0,0.0,1.0,A
-1951,050FL260I06,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3534,16 Bit/Time,21,136,0,16 Bit,3534,82,0,%DB21.DBD136,,,,,,
996,050FL260I06_SPA,991CD100G53,Air Flow Control,Регулирование потока воздуха,3 Stop/Run,1,41 Siemens V77 PID,991,3534,Float,20,272,0,Float,20,272,0,%DB20.DBD272,0.0,800.0,0.0,0.0,800.0,m3/h
997,050FL260I06_SPM,991CD100G53,Air Flow Control,Регулирование потока воздуха,4 Int/Ext,1,41 Siemens V77 PID,991,3534,Float,20,276,0,Float,20,276,0,%DB20.DBD276,0.0,100.0,0.0,0.0,100.0,%
310,050FL260N10F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3187,Flt/Trig/Sts,15,2244,0,,0,0,0,%DB15.DBD2244,0.0,800.0,0.0,0.0,1.0,m3/h
-1953,050FL260I17,991CD100G53,Level Control Y80/Y81 Mode,Режим управления уровнем Y80/Y81,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3536,16 Bit/Time,21,144,0,16 Bit,3536,82,0,%DB21.DBD144,,,,,,
1004,050FL260I17_SPA,991CD100G53,Level Control Y80/Y81,Контроль уровня Y80/Y81,3 Stop/Run,1,41 Siemens V77 PID,991,3536,Float,20,288,0,Float,20,288,0,%DB20.DBD288,0.0,400.0,150.0,250.0,400.0,mm
1005,050FL260I17_SPM,991CD100G53,Level Control Y80/Y81,Контроль уровня Y80/Y81,4 Int/Ext,1,41 Siemens V77 PID,991,3536,Float,20,292,0,Float,20,292,0,%DB20.DBD292,0.0,100.0,0.0,0.0,100.0,%
311,050FL260N04L01,991CD100G53,1St CleanerFlotation Train Level,1ый ряд перечист.флотац_уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3188,Flt/Trig/Sts,15,2256,0,,0,0,0,%DB15.DBD2256,0.0,400.0,0.0,0.0,1.0,mm
804,050FL260M06_I01,991CD100G53,Rotor-6 Current,"Ротор-6, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,416,0,,0,0,0,%DB9.DBD416,0.0,200.0,0.0,0.0,1.0,A
-1952,050FL260I07,991CD100G53,Air Flow Control Mode,Режим регулир.потока воздуха ,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3535,16 Bit/Time,21,140,0,16 Bit,3535,82,0,%DB21.DBD140,,,,,,
1000,050FL260I07_SPA,991CD100G53,Air Flow Control,Регулирование подачи воздуха,3 Stop/Run,1,41 Siemens V77 PID,991,3535,Float,20,280,0,Float,20,280,0,%DB20.DBD280,0.0,800.0,0.0,0.0,800.0,m3/h
1001,050FL260I07_SPM,991CD100G53,Air Flow Control,Регулирование подачи воды,4 Int/Ext,1,41 Siemens V77 PID,991,3535,Float,20,284,0,Float,20,284,0,%DB20.DBD284,0.0,100.0,0.0,0.0,100.0,%
312,050FL260N11F01,991CD100G53,"1St Cleaner Floation Train, Flow",1ый ряд перечист.флотац_ск.поток,1 Off/On,50,42 Siemens V77 Ext AI,991,3189,Flt/Trig/Sts,15,2268,0,,0,0,0,%DB15.DBD2268,0.0,800.0,0.0,0.0,1.0,m3/h
811,050FL260M07_I01,991CD100G53,Rotor-7 Current,"Ротор-7, ток",4 Int/Ext,1,0 No Algorithm,991,0,Float,9,444,0,,0,0,0,%DB9.DBD444,0.0,200.0,0.0,0.0,1.0,A
29,050TK276N01L01,991CD100G53,"Froth Tank, Level",Емкость пенного прод. Уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3029,Flt/Trig/Sts,15,348,0,,0,0,0,%DB15.DBD348,0.0,110.0,0.0,0.0,1.0,%
301,050TK277N01L01,991CD100G53,"Tank, Level",Уровень емкости,1 Off/On,50,42 Siemens V77 Ext AI,991,3178,Flt/Trig/Sts,15,2136,0,,0,0,0,%DB15.DBD2136,0.0,100.0,0.0,0.0,1.0,%
-1929,050TK278I01,991CD100G53,Control Level Tank 278,,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3512,16 Bit/Time,21,48,0,16 Bit,3512,82,0,%DB21.DBD48,,,,,,
908,050TK278I01_SPA,991CD100G53,Control Level Tank 278,Контроль уровня емкости 278,3 Stop/Run,1,41 Siemens V77 PID,991,3512,Float,20,96,0,Float,20,96,0,%DB20.DBD96,0.0,100.0,0.0,0.0,100.0,%
909,050TK278I01_SPM,991CD100G53,Control Level Tank 278,Контроль уровня емкости 278,4 Int/Ext,1,41 Siemens V77 PID,991,3512,Float,20,100,0,Float,20,100,0,%DB20.DBD100,0.0,100.0,0.0,0.0,100.0,%
3325,050TK278N01L01,991CD100G53,"Tank, Level",Уровень 278 зумпфа,1 Off/On,50,42 Siemens V77 Ext AI,991,3133,Flt/Trig/Sts,15,1596,0,,0,0,0,%DB15.DBD1596,0.0,100.0,-999999.875,75.0,1.0,%
3295,040SU811N01L01,991CD100G53,Sump Level,Зумпф. Уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3175,Flt/Trig/Sts,15,2100,0,,0,0,0,%DB15.DBD2100,0.0,100.0,-999999.875,999999.875,1.0,%
-1957,040SP815I01,991CD100G53,Pump Speed Control Mode,Режим управл.скоростью насоса,33 Controller Mode (V7.7),0,41 Siemens V77 PID,991,3540,16 Bit/Time,21,160,0,16 Bit,3540,82,0,%DB21.DBD160,,,,,,
1020,040SP815I01_SPA,991CD100G53,Pump Speed Control,Контроль скорости насоса,3 Stop/Run,1,41 Siemens V77 PID,991,3540,Float,20,320,0,Float,20,320,0,%DB20.DBD320,0.0,100.0,0.0,0.0,100.0,%
1021,040SP815I01_SPM,991CD100G53,Pump Speed Control,Контроль скорости насоса,4 Int/Ext,1,41 Siemens V77 PID,991,3540,Float,20,324,0,Float,20,324,0,%DB20.DBD324,0.0,100.0,0.0,0.0,100.0,%
1145,040SP815I02_SPA,991CD100G53,Flow Control,Регулятор расхода,3 Stop/Run,1,41 Siemens V77 PID,991,3560,Float,20,480,0,Float,20,480,0,%DB20.DBD480,0.0,900.0,0.0,0.0,900.0,m3/h
1146,040SP815I02_SPM,991CD100G53,PID03,,4 Int/Ext,1,41 Siemens V77 PID,991,3560,Float,20,484,0,Float,20,484,0,%DB20.DBD484,0.0,100.0,0.0,0.0,100.0,%
340,040SU810N01L01,991CD100G53,"Sump, Level",Зумпф. Уровень,1 Off/On,50,42 Siemens V77 Ext AI,991,3217,Flt/Trig/Sts,15,2604,0,,0,0,0,%DB15.DBD2604,0.0,100.0,0.0,0.0,1.0,%
-3902,905PU939_40I01,992CD100G04,"FL260, Frother Addition",Добавление вспенивателя FL260,33 Controller Mode (V7.7),0,41 Siemens V77 PID,992,3561,16 Bit/Time,21,244,0,16 Bit,3561,82,0,%DB21.DBD244,,,,,,
1967,905PU939_40I01_SPA,992CD100G04,"FL260, Frother Addition","Добавление вспенив-ля, FL260",3 Stop/Run,1,41 Siemens V77 PID,992,3561,Float,20,488,0,Float,20,488,0,%DB20.DBD488,0.0,100.0,0.0,0.0,100.0,lit/h
1968,905PU939_40I01_SPM,992CD100G04,"FL260, Frother Addition","Добавление ксантогената, FL260",4 Int/Ext,1,41 Siemens V77 PID,992,3561,Float,20,492,0,Float,20,492,0,%DB20.DBD492,0.0,100.0,0.0,0.0,100.0,%
1380,905RP100A01WORD22,992CD100G04,"905-PU939-N01
","905-PU939-N01
",1 Off/On,50,42 Siemens V77 Ext AI,992,3133,Flt/Trig/Sts,15,1596,0,,0,0,0,%DB15.DBD1596,0.0,20.0,0.0,0.0,1.0,lit/h
3119,080MC480N02F01,992CD100G11,Cyclone Cluster Feed Flow,Расход питания Г/Циклонов,1 Off/On,50,42 Siemens V77 Ext AI,992,3309,Flt/Trig/Sts,15,3708,0,,0,0,0,%DB15.DBD3708,0.0,300.0,-999999.875,999999.875,1.0,m3/h
324,040SP815N01F01,991CD100G53,"SP815 pumping, Flow","Нагнетание SP815, поток",1 Off/On,50,42 Siemens V77 Ext AI,991,3201,Flt/Trig/Sts,15,2412,0,,0,0,0,%DB15.DBD2412,0.0,900.0,0.0,0.0,1.0,m3/h
332,050PU272U01J01,991CD100G53,"Froth Pump Cleaner, Power","Пенный насос, перечист.флот.Мощн",1 Off/On,50,42 Siemens V77 Ext AI,991,3209,Flt/Trig/Sts,15,2508,0,,0,0,0,%DB15.DBD2508,0.0,37.0,0.0,0.0,1.0,kW
331,050PU272U01I01,991CD100G53,"Froth Pump Cleaner, Current","Пенный насос, перечист.флот. Ток",1 Off/On,50,42 Siemens V77 Ext AI,991,3208,Flt/Trig/Sts,15,2496,0,,0,0,0,%DB15.DBD2496,0.0,65.0,0.0,0.0,1.0,A
333,050PU272U01S01,991CD100G53,"Froth Pump Cleaner, Speed","Пенный насос, перечист.флот.Скор",1 Off/On,50,42 Siemens V77 Ext AI,991,3210,Flt/Trig/Sts,15,2520,0,,0,0,0,%DB15.DBD2520,0.0,100.0,0.0,0.0,1.0,%
335,050PU274U01J01,991CD100G53,"Froth Pump Cleaner, Power","Пенный насос, перечист.флот.Мощн",1 Off/On,50,42 Siemens V77 Ext AI,991,3212,Flt/Trig/Sts,15,2544,0,,0,0,0,%DB15.DBD2544,0.0,45.0,0.0,0.0,1.0,kW
334,050PU274U01I01,991CD100G53,"Froth Pump Cleaner, Current","Пенный насос, перечист.флот. Ток",1 Off/On,50,42 Siemens V77 Ext AI,991,3211,Flt/Trig/Sts,15,2532,0,,0,0,0,%DB15.DBD2532,0.0,85.0,0.0,0.0,1.0,A
336,050PU274U01S01,991CD100G53,"Froth Pump Cleaner, Speed","Пенный насос, перечист.флот.Скор",1 Off/On,50,42 Siemens V77 Ext AI,991,3213,Flt/Trig/Sts,15,2556,0,,0,0,0,%DB15.DBD2556,0.0,100.0,0.0,0.0,1.0,%
338,040SP815U01J01,991CD100G53,Clean.ScavangerTailsPump Power ,Насос хвост. дофлотации Мощность,1 Off/On,50,42 Siemens V77 Ext AI,991,3215,Flt/Trig/Sts,15,2580,0,,0,0,0,%DB15.DBD2580,0.0,45.0,0.0,0.0,1.0,kW
337,040SP815U01I01,991CD100G53,Clean.ScavangerTailsPump Current,Насос хвостов дофлотации Ток,1 Off/On,50,42 Siemens V77 Ext AI,991,3214,Flt/Trig/Sts,15,2568,0,,0,0,0,%DB15.DBD2568,0.0,80.0,0.0,0.0,1.0,A
339,040SP815U01S01,991CD100G53,Clean.ScavangerTailsPump Speed,Насос хвост. дофлотации Скорость,1 Off/On,50,42 Siemens V77 Ext AI,991,3216,Flt/Trig/Sts,15,2592,0,,0,0,0,%DB15.DBD2592,0.0,100.0,0.0,0.0,1.0,%
2908,040SP816U01J01,991CD100G53,Clean.ScavangerTailsPump Power,Насос хвост. дофлотации Мощность,4 Int/Ext,1,0 No Algorithm,991,0,Float,2712,38,0,,0,0,0,%DB2712.DBD38,0.0,45.0,-999999.0,999999.0,1.0,kW
